Name,Group,SMARTS,Author,Article,Alert_ID,Endpoint,Endpoint_index
N-Oxides (six-membered rings),SMARTS:,"[$([OX1-][#7+]1=,:[#6,#7]-,:[#6,#7]=,:[#6,#7]-,:[#6,#7]=,:[#6,#7]1),$([OX1]=[#7v5]1=,:[#6,#7]-,:[#6,#7]=,:[#6,#7]-,:[#6,#7]=,:[#6,#7]1)]",,,TA1058,"Reactive,_unstable,_toxic",18
Metals,SMARTS:,[!#1;!#6;!#7;!#8;!#9;!#11;!#12;!#15;!#16;!#17;!#19;!#20;!#35;!#53],Maybridge,Exclusion criteria of the Maybridge Screening Collection database,TA1098,"Reactive,_unstable,_toxic",18
Acid halides,"R = any atom/ group; X = F, Cl, Br","[F,Cl,Br][CX3](=[OX1])[#1,*&!$([OH1])&!$([SH1])]","Barratt, MD, Basketter, DA, Chamberlain, M, Admans, GD, Langowski, JJ, ",An expert system rulebase for identifying contact allergens.,TA222,Skin_sensitization,19
Acid azides,R = any atom/ group,"[CX3](=[OX1])[$([NX2]=[NX2+]=[NX1-]),$(N=[NX2+]=N),$([NX2-]-[NX2+]#[NX1])]","Barratt, MD, Basketter, DA, Chamberlain, M, Admans, GD, Langowski, JJ, ",An expert system rulebase for identifying contact allergens.,TA223,Skin_sensitization,19
Sulphonyl halides,"R = alkyl, aryl; X = Cl, Br","[#6][Sv6X4](=[OX1])(=[OX1])[Cl,Br]","Barratt, MD, Basketter, DA, Chamberlain, M, Admans, GD, Langowski, JJ, ",An expert system rulebase for identifying contact allergens.,TA224,Skin_sensitization,19
Sulphonyl azides,R = any atom/ group,"[Sv6X4](=[OX1])(=[OX1])[$([NX2]=[NX2+]=[NX1-]),$([NX2]=[NX2+]=N)]","Barratt, MD, Basketter, DA, Chamberlain, M, Admans, GD, Langowski, JJ, ",An expert system rulebase for identifying contact allergens.,TA225,Skin_sensitization,19
Acid anhydrides,R = any atom/ group,[CX3](=[OX1])[OX2][CX3](=[OX1]),"Barratt, MD, Basketter, DA, Chamberlain, M, Admans, GD, Langowski, JJ, ",An expert system rulebase for identifying contact allergens.,TA226,Skin_sensitization,19
Diacyl peroxides,R = any atom/ group,[CX3](=[OX1])[OX2][OX2][CX3](=[OX1]),"Barratt, MD, Basketter, DA, Chamberlain, M, Admans, GD, Langowski, JJ, ",An expert system rulebase for identifying contact allergens.,TA227,Skin_sensitization,19
Phenyl esters,"R = alkyl, aryl; R1 = any atom/ group",[cR1]1([OX2][CX3](=[OX1])[#6])[cR1][cR1][cR1][cR1][cR1]1,"Barratt, MD, Basketter, DA, Chamberlain, M, Admans, GD, Langowski, JJ, ",An expert system rulebase for identifying contact allergens.,TA228,Skin_sensitization,19
Isocyanates,R = any atom/ group,[NX2]=[CX2]=[OX1],"Barratt, MD, Basketter, DA, Chamberlain, M, Admans, GD, Langowski, JJ, ",An expert system rulebase for identifying contact allergens.,TA229,Skin_sensitization,19
Isothiocyanates,R = any atom/ group,"[$([NX2]=[CX2]=[SX1]),$([NX2]=[CX3]([SX2])[SX2]),$([SX2][#6R1]~([#7X3R1]~[#6R1])~[#16X2R1]~[#6R1])]","Barratt, MD, Basketter, DA, Chamberlain, M, Admans, GD, Langowski, JJ, ",An expert system rulebase for identifying contact allergens.,TA230,Skin_sensitization,19
尾-Lactams,R = any atom/ group,[NX3]1[CX4][CX4][CX3]1(=[OX1]),"Barratt, MD, Basketter, DA, Chamberlain, M, Admans, GD, Langowski, JJ, ",An expert system rulebase for identifying contact allergens.,TA231,Skin_sensitization,19
Thioesters,R = any atom/ group,[CX3](=[SX1])[SX2],"Barratt, MD, Basketter, DA, Chamberlain, M, Admans, GD, Langowski, JJ, ",An expert system rulebase for identifying contact allergens.,TA232,Skin_sensitization,19
Haloalkanes,"R = alkyl; X = Cl, Br, I","[CX4][Cl,Br,I]","Barratt, MD, Basketter, DA, Chamberlain, M, Admans, GD, Langowski, JJ, ",An expert system rulebase for identifying contact allergens.,TA233,Skin_sensitization,19
Dialkylsulfates/ sulfonates,"R = alkyl, aryl","[$([#6][OX2][Sv6X4](=[OX1])(=[OX1])[OX2][#6]),$([#6][Sv6X4](=[OX1])(=[OX1])[OX2][#6])]","Barratt, MD, Basketter, DA, Chamberlain, M, Admans, GD, Langowski, JJ, ",An expert system rulebase for identifying contact allergens.,TA234,Skin_sensitization,19
N-Trihalomethyl imides,"R = any atom/ group; X = Cl, Br, I","[CX3](=[OX1])[NX3]([CX4]([Cl,Br,I])([Cl,Br,I])[Cl,Br,I])[CX3](=[OX1])","Barratt, MD, Basketter, DA, Chamberlain, M, Admans, GD, Langowski, JJ, ",An expert system rulebase for identifying contact allergens.,TA235,Skin_sensitization,19
Halogen containing di- or tri-nitro aromatics,"R = any atom/ group; X = F, Cl, Br","[$([F,Cl,Br]c1c([$([NX3](=[OX1])=[OX1]),$([NX3+](=[OX1])[O-])])c([$([NX3](=[OX1]   ","Barratt, MD, Basketter, DA, Chamberlain, M, Admans, GD, Langowski, JJ, ",An expert system rulebase for identifying contact allergens.,TA236,Skin_sensitization,19
Quinones,R = any atom/ group,"[$([#6X3]1=,:[#6X3]-,:[#6X3](=[OX1])-,:[#6X3]=,:[#6X3]-,:[#6X3]1(=[OX1])),$([#6X3]1(=[OX1])-,:[#6X3](=[OX1])-,:[#6X3]=,:[#6X3]-,:[#6X3]=,:[#6X3]1)]","Barratt, MD, Basketter, DA, Chamberlain, M, Admans, GD, Langowski, JJ, ",An expert system rulebase for identifying contact allergens.,TA237,Skin_sensitization,19
Hydroquinones and O-alkyl precursors,R = any atom/ group; R1 = H or alkyl,"[#1,CX4][OX2][cR1]1[cR1][cR1][cR1]([OX2][#1,CX4])[cR1][cR1]1","Barratt, MD, Basketter, DA, Chamberlain, M, Admans, GD, Langowski, JJ, ",An expert system rulebase for identifying contact allergens.,TA238,Skin_sensitization,19
Catechols and O-alkyl precursors,R = any atom/ group; R1 = H or alkyl,"[#1,CX4][OX2][cR1]1[cR1]([OX2][#1,CX4])[cR1][cR1][cR1][cR1]1","Barratt, MD, Basketter, DA, Chamberlain, M, Admans, GD, Langowski, JJ, ",An expert system rulebase for identifying contact allergens.,TA239,Skin_sensitization,19
"伪, 尾-Unsaturated aldehydes, amides, esters and ketones","R = H, C, N, O (not OH); R1 = not a heteroatom; R2 = not aryl (unless R = H)","[$([CX3]([#6,$([NX3]([CX3]=[OX1])([#6])[#6]),$([OX2]([CX3]=[OX1])[#6]);!$([OH][CX3]=[OX1]);!$([O-][CX3]=[OX1])])(=[OX1])[CX3]([#6,#1])=[CX3]([!a])([!a])),$([CX3H1](=[OX1])[CX3]([#6,#1])=[CX3])]","Barratt, MD, Basketter, DA, Chamberlain, M, Admans, GD, Langowski, JJ, ",An expert system rulebase for identifying contact allergens.,TA240,Skin_sensitization,19
"Precursors of 伪, 尾-unsaturated aldehydes, amides, esters and ketones (1)","R = H, C, N, O; R1 = not a heteroatom; R2 = not aryl (unless R = H); R3 = any atom/ group","[$([CX4]([OX2])([OX2])([#6,#7,#8])[CX3]([#6,#1])=[CX3]([!a])([!a])),$([CX4H1]([OX2])([OX2])[CX3]([#6,#1])=[CX3])]","Barratt, MD, Basketter, DA, Chamberlain, M, Admans, GD, Langowski, JJ, ",An expert system rulebase for identifying contact allergens.,TA241,Skin_sensitization,19
"Precursors of 伪, 尾-unsaturated aldehydes, amides, esters and ketones (2)","R = H, C, N, O (not OH); R1 = not a heteroatom; R2 = not aryl (unless R = H); Y = good leaving group","[$([CX3]([#6,#7,#8;!$([OH])])(=[OX1])[CX4H1]([#1,#6])[CX4]([!a])([!a])([$([OX2][   ","Barratt, MD, Basketter, DA, Chamberlain, M, Admans, GD, Langowski, JJ, ",An expert system rulebase for identifying contact allergens.,TA242,Skin_sensitization,19
"1,3-Diketones","R = alkyl, aryl","[CX4,a!r0][CX3](=[OX1])[CH2][CX3](=[OX1])[CX4,a!r0]","Barratt, MD, Basketter, DA, Chamberlain, M, Admans, GD, Langowski, JJ, ",An expert system rulebase for identifying contact allergens.,TA243,Skin_sensitization,19
Aldehydes,"R = alkyl, aryl","[CX3]([H])(=[OX1])[#1,CX4,a!r0]","Barratt, MD, Basketter, DA, Chamberlain, M, Admans, GD, Langowski, JJ, ",An expert system rulebase for identifying contact allergens.,TA244,Skin_sensitization,19
Ketones,"R, R1 = alkyl, aryl","[CX4,a!r0][CX3](=[OX1])[CX4,a!r0]","Barratt, MD, Basketter, DA, Chamberlain, M, Admans, GD, Langowski, JJ, ",An expert system rulebase for identifying contact allergens.,TA245,Skin_sensitization,19
Formaldehyde donors,"R, R1 = any atom/ group; X = F, Cl, Br, I","[$([NX3][CH2][NX3]),$([NX3][CH2][OX2]),$([CX4]([F,Cl,Br,I])([$([NX3](=[OX1])=[OX1]),$([NX3+](=[OX1])[O-])])[CH2][OH1])]","Barratt, MD, Basketter, DA, Chamberlain, M, Admans, GD, Langowski, JJ, ",An expert system rulebase for identifying contact allergens.,TA246,Skin_sensitization,19
Precursors of aldehydes and ketones,"R, R1 = alkyl, aryl; R2 = any atom/ group","[CX4]([OX2])([OX2])([CX4,a!r0])[CX4,a!r0]","Barratt, MD, Basketter, DA, Chamberlain, M, Admans, GD, Langowski, JJ, ",An expert system rulebase for identifying contact allergens.,TA247,Skin_sensitization,19
Enol precursor of aldehydes and ketones,"R, R2 = any atom/ group; R1 = not a heteroatom","[CX3]=[CX3]([#6,#1])[OX2]","Barratt, MD, Basketter, DA, Chamberlain, M, Admans, GD, Langowski, JJ, ",An expert system rulebase for identifying contact allergens.,TA248,Skin_sensitization,19
Aromatic primary and secondary amines,"R = any atom/ group; R1 = alkyl, aryl","[a!r0][$([NX3H2]),$([NX3H1][CX4,a!r0])]","Barratt, MD, Basketter, DA, Chamberlain, M, Admans, GD, Langowski, JJ, ",An expert system rulebase for identifying contact allergens.,TA249,Skin_sensitization,19
N-Haloimides,"R = any atom/ group; X = Cl, Br","[CX3](=[OX1])[NX3]([Cl,Br])[CX3](=[OX1])","Barratt, MD, Basketter, DA, Chamberlain, M, Admans, GD, Langowski, JJ, ",An expert system rulebase for identifying contact allergens.,TA250,Skin_sensitization,19
N-Chloro-sulfonamides,R = any atom/ group,[Sv6X4](=[OX1])(=[OX1])[NX3H1]Cl,"Barratt, MD, Basketter, DA, Chamberlain, M, Admans, GD, Langowski, JJ, ",An expert system rulebase for identifying contact allergens.,TA251,Skin_sensitization,19
Disullides,"R = alkyl, aryl","[CX4,a!r0][SX2][SX2][CX4,a!r0]","Barratt, MD, Basketter, DA, Chamberlain, M, Admans, GD, Langowski, JJ, ",An expert system rulebase for identifying contact allergens.,TA252,Skin_sensitization,19
Phenyl carbonates,"R = any atom/ group; R1 = alkyl, aryl","c1ccccc1[OX2][CX3](=[OX1])[OX2][CX4,a!r0]","Barratt, MD, Basketter, DA, Chamberlain, M, Admans, GD, Langowski, JJ, ",An expert system rulebase for identifying contact allergens.,TA253,Skin_sensitization,19
Epoxides,R = any atom/ group,[CX4]1[CX4][OX2]1,"Barratt, MD, Basketter, DA, Chamberlain, M, Admans, GD, Langowski, JJ, ",An expert system rulebase for identifying contact allergens.,TA254,Skin_sensitization,19
1.2-Dicarbonyls,"R = alkyl, aryl; R1 = H, alkyl, aryl","[CX4,a!r0][CX3](=[OX1])[CX3](=[OX1])[#1,CX4,a!r0]","Barratt, MD, Basketter, DA, Chamberlain, M, Admans, GD, Langowski, JJ, ",An expert system rulebase for identifying contact allergens.,TA255,Skin_sensitization,19
Thiazolones,"R = alkyl, aryl","[$([SX2]1[CX3]([CX4,a!r0])=[CX3]([CX4,a!r0])[CX3](=[OX1])[NX3]1([CX4,a!r0])),$([sX2]1[cX3]([CX4,a!r0])[cX3]([CX4,a!r0])[cX3](=[OX1])[nX3]1([CX4,a!r0]))]","Barratt, MD, Basketter, DA, Chamberlain, M, Admans, GD, Langowski, JJ, ",An expert system rulebase for identifying contact allergens.,TA256,Skin_sensitization,19
"1, 2-Diamines","R = alkyl, aryl","[CX4,a!r0][NX3H1][CX4][CX4][NX3H1][CX4,a!r0]","Barratt, MD, Basketter, DA, Chamberlain, M, Admans, GD, Langowski, JJ, ",An expert system rulebase for identifying contact allergens.,TA257,Skin_sensitization,19
Amine precursor - aromatic azo compound,R = aryl; R1 or R2 = electron donating group,"[$([a!r0][NX2]=[NX2]c1c([$([NH2]),$([NX3H1][CX4]),$([NX3]([CX4])[CX4]),$([NX3H1]   ","Barratt, MD, Basketter, DA, Chamberlain, M, Admans, GD, Langowski, JJ, ",An expert system rulebase for identifying contact allergens.,TA258,Skin_sensitization,19
Quaternary ammonium cation,"R = alkyl, aryl","[NX4+]([CX4,a!r0])([CX4,a!r0])([CX4,a!r0])[CX4,a!r0]","Barratt, MD, Basketter, DA, Chamberlain, M, Admans, GD, Langowski, JJ, ",An expert system rulebase for identifying contact allergens.,TA259,Skin_sensitization,19
Activated N-heterocycle halides,"X = F, Cl","[$(n1c([F,Cl])ncnc1),$(n1c([F,Cl])ccnc1),$(n1c([F,Cl])nccc1)]","Barratt, MD, Basketter, DA, Chamberlain, M, Admans, GD, Langowski, JJ, ",An expert system rulebase for identifying contact allergens.,TA260,Skin_sensitization,19
"Activated halo-pyridines, quinolines, and isoquinolines","X or X1 = F, Cl; R or R1 = withdrawing group","[$([cR1]1[cR1][cR1][cR1][cR2]2[nR1][cR1]([F,Cl])[cR1]([$([$([NX3](=[OX1])=[OX1])   ","Barratt, MD, Basketter, DA, Chamberlain, M, Admans, GD, Langowski, JJ, ",An expert system rulebase for identifying contact allergens.,TA261,Skin_sensitization,19
"Hydrazines, hydrazonium salts and precursors","R = H or any type of carbon atom linked to any other atom, R 鈮?-C(=O)-R; R1 = any atom/ group","[$([NX3H2][NX3]([#1,#6;!$([CX3](=[OX1])[#1,#6])])[#1,#6;!$([CX3](=[OX1])[#1,#6])   ","Gerner, I, Barratt, MD, Zinke, S, Schlegel, K, Schlede, E, ",Development and prevalidation of a list of structure-activity relationship rules to be used in expert systems for prediction of the skin-sensitising properties of chemicals.,TA262,Skin_sensitization,19
Acid halides,"R = any atom/ group; X = F, Cl, Br","[F,Cl,Br][CX3](=[OX1])[#1,*&!$([OH1])&!$([SH1])]","Gerner, I, Barratt, MD, Zinke, S, Schlegel, K, Schlede, E, ",Development and prevalidation of a list of structure-activity relationship rules to be used in expert systems for prediction of the skin-sensitising properties of chemicals.,TA263,Skin_sensitization,19
Aldehydes,R = any type of carbon atom linked to any other atom,"[CX3H1](=[OX1])[#1,#6]","Gerner, I, Barratt, MD, Zinke, S, Schlegel, K, Schlede, E, ",Development and prevalidation of a list of structure-activity relationship rules to be used in expert systems for prediction of the skin-sensitising properties of chemicals.,TA264,Skin_sensitization,19
Halonitrobenzenes,"R = F, Cl, NO2, CN, -C(=O)R1, -C(=O)OR1, where R1 = alkyl; X = F, Cl","[$([F,Cl][cR1]1[cR1]([$([NX3](=[OX1])=[OX1]),$([NX3+](=[OX1])[O-])])[cR1][cR1]([   ","Gerner, I, Barratt, MD, Zinke, S, Schlegel, K, Schlede, E, ",Development and prevalidation of a list of structure-activity relationship rules to be used in expert systems for prediction of the skin-sensitising properties of chemicals.,TA265,Skin_sensitization,19
Aromatic sulphuric acids and salts,R = any atom/ group,"[a!r0][Sv4X3](=[OX1])[$([OH]),$([O-])]","Gerner, I, Barratt, MD, Zinke, S, Schlegel, K, Schlede, E, ",Development and prevalidation of a list of structure-activity relationship rules to be used in expert systems for prediction of the skin-sensitising properties of chemicals.,TA266,Skin_sensitization,19
Acid anhydrides,R = any atom/ group,"[$([CX3](=[OX1])[OX2][CX3](=[OX1])),$([CX3](=[OX1])[OX2][OX2][CX3](=[OX1]))]","Gerner, I, Barratt, MD, Zinke, S, Schlegel, K, Schlede, E, ",Development and prevalidation of a list of structure-activity relationship rules to be used in expert systems for prediction of the skin-sensitising properties of chemicals.,TA267,Skin_sensitization,19
Iso(thio)cyanates,R = any atom/ group,"[NX2]=[CX2]=[OX1,SX1]","Gerner, I, Barratt, MD, Zinke, S, Schlegel, K, Schlede, E, ",Development and prevalidation of a list of structure-activity relationship rules to be used in expert systems for prediction of the skin-sensitising properties of chemicals.,TA268,Skin_sensitization,19
(Benzo)isothiazolinones,"R = H or C; R1 = H, alkyl or part of aromatic ring","[$([#7X3]1([#1,#6])-,:[#16X2]-,:[#6X3]([#1,a!r0,$([CH3]),$([CH2][CH3]),$([CH2][C   ","Gerner, I, Barratt, MD, Zinke, S, Schlegel, K, Schlede, E, ",Development and prevalidation of a list of structure-activity relationship rules to be used in expert systems for prediction of the skin-sensitising properties of chemicals.,TA269,Skin_sensitization,19
尾-Lactams,R = any type of carbon atom linked to any other atom,[NX3]1([#6])[CX4]([#6])[CX4]([#6])[CX3]1(=[OX1]),"Gerner, I, Barratt, MD, Zinke, S, Schlegel, K, Schlede, E, ",Development and prevalidation of a list of structure-activity relationship rules to be used in expert systems for prediction of the skin-sensitising properties of chemicals.,TA270,Skin_sensitization,19
Epoxides,"R = any atom/ group; R1 = H, alkyl, aryl","[OX2]1[CX4]([#1,c,$([CH3]),$([CH2][CH3]),$([CH2][CH2][CH3]),$([CH]([CH3])[CH3]),   ","Gerner, I, Barratt, MD, Zinke, S, Schlegel, K, Schlede, E, ",Development and prevalidation of a list of structure-activity relationship rules to be used in expert systems for prediction of the skin-sensitising properties of chemicals.,TA271,Skin_sensitization,19
Acid imides,"R = any atom, but not part of an aromatic ring; R1 = H or any carbon","[NX3]1([#1,#6])[CX3](=[OX1])[CX3]([!R])=[CX3]([!R])[CX3]1(=[OX1])","Gerner, I, Barratt, MD, Zinke, S, Schlegel, K, Schlede, E, ",Development and prevalidation of a list of structure-activity relationship rules to be used in expert systems for prediction of the skin-sensitising properties of chemicals.,TA272,Skin_sensitization,19
伪-Carbonyl halogen compounds (伪-halocarbonyls),"R = alkyl, aryl; R1 = any type of carbon atom linked to any other atom; X = Cl, Br","[$([CX4!H0]([Cl,Br])[CX3](=[OX1])[$([CH3]),$([CH2][CH3]),$([CH2][CH2][CH3]),$([C   ","Gerner, I, Barratt, MD, Zinke, S, Schlegel, K, Schlede, E, ",Development and prevalidation of a list of structure-activity relationship rules to be used in expert systems for prediction of the skin-sensitising properties of chemicals.,TA273,Skin_sensitization,19
伪-Haloalkanes,"R = alkyl, aryl; X = Cl, Br","[Cl,Br][CH2][$([CH3]),$([CH2][CH3]),$([CH2][CH2][CH3]),$([CH]([CH3])[CH3]),$([CH   ","Gerner, I, Barratt, MD, Zinke, S, Schlegel, K, Schlede, E, ",Development and prevalidation of a list of structure-activity relationship rules to be used in expert systems for prediction of the skin-sensitising properties of chemicals.,TA274,Skin_sensitization,19
Activated N-heterocycles,"R = any atom/ group; R1 = F, Cl, CN","[$(n1c([F,Cl,$([CX2]#[NX1])])nccc1),$(n1cnccc1([F,Cl,$([CX2]#[NX1])])),$(n1cncnc1([F,Cl,$([CX2]#[NX1])]))]","Gerner, I, Barratt, MD, Zinke, S, Schlegel, K, Schlede, E, ",Development and prevalidation of a list of structure-activity relationship rules to be used in expert systems for prediction of the skin-sensitising properties of chemicals.,TA275,Skin_sensitization,19
Ortho-quinones and para-quinones,"R1, R2 = H, OH, any carbon or O-alkyl; one R1 position must be H","[$([CX3]1(=[OX1])[CX3H1]=[CX3]([#1,#6,OH1,$([OX2][$([CH3]),$([CH2][CH3]),$([CH2]   ","Gerner, I, Barratt, MD, Zinke, S, Schlegel, K, Schlede, E, ",Development and prevalidation of a list of structure-activity relationship rules to be used in expert systems for prediction of the skin-sensitising properties of chemicals.,TA276,Skin_sensitization,19
"Catechols, resorcinols, hydroquinones","R1, R2 = H, OH, any carbon or O-alkyl; one R1 position must be H","[$(c1([OH])c([OH])c([#1,#6,OH,$([OX2][$([CH3]),$([CH2][CH3]),$([CH2][CH2][CH3]),   ","Gerner, I, Barratt, MD, Zinke, S, Schlegel, K, Schlede, E, ",Development and prevalidation of a list of structure-activity relationship rules to be used in expert systems for prediction of the skin-sensitising properties of chemicals.,TA277,Skin_sensitization,19
"Catechol, resorcinol and hydroquinone precursors","R = methyl, ethyl; R1, R2 = H, OH, any carbon or O-alkyl; one R1 position must be H","[$(c1([OH])c([OX2][$([CH3]),$([CH2][CH3])])c([#1,#6,OH,$([OX2][$([CH3]),$([CH2][   ","Gerner, I, Barratt, MD, Zinke, S, Schlegel, K, Schlede, E, ",Development and prevalidation of a list of structure-activity relationship rules to be used in expert systems for prediction of the skin-sensitising properties of chemicals.,TA278,Skin_sensitization,19
Diamines,"R = H or alkyl; R groups can form a ring, for example, piperazine; n = 2 to 6","[$([NX3]([#1])([#1,$([CH3]),$([CH2][CH3]),$([CH2][CH2][CH3]),$([CH]([CH3])[CH3])   ","Gerner, I, Barratt, MD, Zinke, S, Schlegel, K, Schlede, E, ",Development and prevalidation of a list of structure-activity relationship rules to be used in expert systems for prediction of the skin-sensitising properties of chemicals.,TA279,Skin_sensitization,19
Haloalkanes,"R = -C=C, -C#C, -Ar, -C(O)R1, -CO2R1, -CONR1, R1R1NCH2-, R1OCH2- (where Ar = aromatic ring); X = Cl, Br, I","[$([Cl,Br,I][CH2][CX3]=[CX3]),$([Cl,Br,I][CH2][CX2]#[CX2]),$([Cl,Br,I][CH2][a!r0   ","Payne, MP, Walsh, PT, ",Structure-activity relationships for skin sensitization potential: development of structural alerts for use in knowledge-based toxicity prediction systems.,TA280,Skin_sensitization,19
Dialkyl sulfonates,R = alkyl,[CX4][Sv6X4](=[OX1])(=[OX1])[OX2][CX4],"Payne, MP, Walsh, PT, ",Structure-activity relationships for skin sensitization potential: development of structural alerts for use in knowledge-based toxicity prediction systems.,TA281,Skin_sensitization,19
Dialkyl sulfates,R = alkyl,[CX4][OX2][Sv6X4](=[OX1])(=[OX1])[OX2][CX4],"Payne, MP, Walsh, PT, ",Structure-activity relationships for skin sensitization potential: development of structural alerts for use in knowledge-based toxicity prediction systems.,TA282,Skin_sensitization,19
Epoxides,R = alkyl,[CX4]1([CX4])[OX2][CX4]1([CX4]),"Payne, MP, Walsh, PT, ",Structure-activity relationships for skin sensitization potential: development of structural alerts for use in knowledge-based toxicity prediction systems.,TA283,Skin_sensitization,19
Activated aryl halides including appropriate heterocyclic rings,"X = F, Cl, Br, I; Y = NO2, CF3, CN, SO2CH3 (activating group)","[$([F,Cl,Br,I]c1c([$([NX3](=[OX1])=[OX1]),$([NX3+](=[OX1])[O-])])cc([$([NX3](=[O   ","Payne, MP, Walsh, PT, ",Structure-activity relationships for skin sensitization potential: development of structural alerts for use in knowledge-based toxicity prediction systems.,TA284,Skin_sensitization,19
Acid halides,"R = any atom/ group; X = F, Cl, Br, I","[Br,Cl,F,I][CX3](=[OX1])[#1,*&!$([OH1])&!$([SH1])]","Payne, MP, Walsh, PT, ",Structure-activity relationships for skin sensitization potential: development of structural alerts for use in knowledge-based toxicity prediction systems.,TA285,Skin_sensitization,19
Acid anhydrides,"R = any atom/ group; X = F, Cl, Br, I",[CX3](=[OX1])[OX2][CX3](=[OX1]),"Payne, MP, Walsh, PT, ",Structure-activity relationships for skin sensitization potential: development of structural alerts for use in knowledge-based toxicity prediction systems.,TA286,Skin_sensitization,19
Ring strained amides,Skin protein acylating/ sulfonating agents (excluding when corrosive and/ or rapidly hydrolised),[NX3H1]1[CX4][CX4][CX3]1(=[OX1]),"Payne, MP, Walsh, PT, ",Structure-activity relationships for skin sensitization potential: development of structural alerts for use in knowledge-based toxicity prediction systems.,TA287,Skin_sensitization,19
